Identyfikator problemu,Opis,Stan,Ważność,Punkty scenariusza,Ścieżka projektu,Rodzaj lokalizacji,ŚCIEŻKA,Wiersz,Kolumna,Identyfikator zdarzenia,Link pomocy,Nazwa zestawu,Wersja zestawu,Klucz publiczny zestawu,Fragment kodu
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,108,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.checkBox6.TabIndex = 6;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,107,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox6.Size = new System.Drawing.Size(80, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,107,12,P:System.Windows.Forms.Control.Size,,,,,"this.checkBox6.Size = new System.Drawing.Size(80, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,106,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox6.Name = ""checkBox6"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,106,12,P:System.Windows.Forms.Control.Name,,,,,"this.checkBox6.Name = ""checkBox6"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,105,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox6.Location = new System.Drawing.Point(145, 64);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,105,12,P:System.Windows.Forms.Control.Location,,,,,"this.checkBox6.Location = new System.Drawing.Point(145, 64);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,104,12,T:System.Windows.Forms.CheckBox,,,,,this.checkBox6.AutoSize = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,104,12,P:System.Windows.Forms.ButtonBase.AutoSize,,,,,this.checkBox6.AutoSize = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,100,12,T:System.Windows.Forms.CheckBox,,,,,this.checkBox5.UseVisualStyleBackColor = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,100,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this.checkBox5.UseVisualStyleBackColor = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,99,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox5.Text = ""checkBox5"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,99,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this.checkBox5.Text = ""checkBox5"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,98,12,T:System.Windows.Forms.CheckBox,,,,,this.checkBox5.TabIndex = 5;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,98,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.checkBox5.TabIndex = 5;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,97,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox5.Size = new System.Drawing.Size(80, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,97,12,P:System.Windows.Forms.Control.Size,,,,,"this.checkBox5.Size = new System.Drawing.Size(80, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,96,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox5.Name = ""checkBox5"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,96,12,P:System.Windows.Forms.Control.Name,,,,,"this.checkBox5.Name = ""checkBox5"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,95,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox5.Location = new System.Drawing.Point(145, 41);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,95,12,P:System.Windows.Forms.Control.Location,,,,,"this.checkBox5.Location = new System.Drawing.Point(145, 41);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,94,12,T:System.Windows.Forms.CheckBox,,,,,this.checkBox5.AutoSize = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,94,12,P:System.Windows.Forms.ButtonBase.AutoSize,,,,,this.checkBox5.AutoSize = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,90,12,T:System.Windows.Forms.CheckBox,,,,,this.checkBox4.UseVisualStyleBackColor = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,90,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this.checkBox4.UseVisualStyleBackColor = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,89,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox4.Text = ""checkBox4"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,89,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this.checkBox4.Text = ""checkBox4"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,88,12,T:System.Windows.Forms.CheckBox,,,,,this.checkBox4.TabIndex = 4;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,88,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.checkBox4.TabIndex = 4;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,87,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox4.Size = new System.Drawing.Size(80, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,87,12,P:System.Windows.Forms.Control.Size,,,,,"this.checkBox4.Size = new System.Drawing.Size(80, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,86,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox4.Name = ""checkBox4"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,86,12,P:System.Windows.Forms.Control.Name,,,,,"this.checkBox4.Name = ""checkBox4"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,85,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox4.Location = new System.Drawing.Point(145, 18);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,85,12,P:System.Windows.Forms.Control.Location,,,,,"this.checkBox4.Location = new System.Drawing.Point(145, 18);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,84,12,T:System.Windows.Forms.CheckBox,,,,,this.checkBox4.AutoSize = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,84,12,P:System.Windows.Forms.ButtonBase.AutoSize,,,,,this.checkBox4.AutoSize = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,80,12,T:System.Windows.Forms.CheckBox,,,,,this.checkBox3.UseVisualStyleBackColor = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,80,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this.checkBox3.UseVisualStyleBackColor = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,79,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox3.Text = ""checkBox3"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,79,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this.checkBox3.Text = ""checkBox3"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,78,12,T:System.Windows.Forms.CheckBox,,,,,this.checkBox3.TabIndex = 3;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,78,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.checkBox3.TabIndex = 3;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,77,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox3.Size = new System.Drawing.Size(80, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,77,12,P:System.Windows.Forms.Control.Size,,,,,"this.checkBox3.Size = new System.Drawing.Size(80, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,76,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox3.Name = ""checkBox3"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,76,12,P:System.Windows.Forms.Control.Name,,,,,"this.checkBox3.Name = ""checkBox3"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,75,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox3.Location = new System.Drawing.Point(16, 87);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,75,12,P:System.Windows.Forms.Control.Location,,,,,"this.checkBox3.Location = new System.Drawing.Point(16, 87);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,74,12,T:System.Windows.Forms.CheckBox,,,,,this.checkBox3.AutoSize = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,74,12,P:System.Windows.Forms.ButtonBase.AutoSize,,,,,this.checkBox3.AutoSize = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,70,12,T:System.Windows.Forms.CheckBox,,,,,this.checkBox2.UseVisualStyleBackColor = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,70,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this.checkBox2.UseVisualStyleBackColor = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,69,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox2.Text = ""checkBox2"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,69,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this.checkBox2.Text = ""checkBox2"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,68,12,T:System.Windows.Forms.CheckBox,,,,,this.checkBox2.TabIndex = 2;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,68,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.checkBox2.TabIndex = 2;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,67,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox2.Size = new System.Drawing.Size(80, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,67,12,P:System.Windows.Forms.Control.Size,,,,,"this.checkBox2.Size = new System.Drawing.Size(80, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,66,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox2.Name = ""checkBox2"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,66,12,P:System.Windows.Forms.Control.Name,,,,,"this.checkBox2.Name = ""checkBox2"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,65,12,T:System.Windows.Forms.CheckBox,,,,,"this.checkBox2.Location = new System.Drawing.Point(16, 64);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\DNP3\DefaultOutstationPlugin\DefaultOutstationPlugin.csproj,File,Simulator\DNP3\DefaultOutstationPlugin\GUI\QualitySelector.Designer.cs,65,12,P:System.Windows.Forms.Control.Location,,,,,"this.checkBox2.Location = new System.Drawing.Point(16, 64);"
